Q No.,Question,Answer,option1,option2,Model Response
156,লিসা দুটি মডেলের রকেট নিয়ে খেলছিল। তিনি একই সময়ে রকেট দুটি আঁকাশে নিক্ষেপ করলে ৩০ সেকেন্ড পরে কালোটি মাটি থেকে ৩০ মিটার উপরে এবং লালটি মাটি থেকে ১৮ মিটার উপরে ছিল। কোনটির গতি বেশি ছিল?,Option 2,লালটির,কালোটির,"যেহেতু গতি হল সময়ের সাথে দূরত্বের পরিবর্তনের হার, আমরা রকেটের উচ্চতা এবং সময়কে বিবেচনা করে তাদের গতির তুলনা করতে পারি। 

৩০ সেকেন্ড পরে, কালো রকেটটি ৩০ মিটার উপরে ছিল এবং লাল রকেটটি ১৮ মিটার উপরে ছিল। যেহেতু উভয় রকেটই একই সময়ে উড়তে শুরু করেছিল, তাই আমরা তাদের গতির তুলনা করতে পারি তাদের উচ্চতার অনুপাত ব্যবহার করে।

কালো রকেটের গতি = ৩০ মিটার / ৩০ সেকেন্ড = ১ মিটার/সেকেimates (প্রতি সেকেন্ডে ১ মিটার)

লাল রকেটের গতি = ১৮ ম"
306,রেঞ্জার এবং রাস্টলার উভয়েই একই সাথে বাড়ির দিকে ঘোড়ায়(যেগুলি একই গতিতে ছুটছিল) চড়ে চলছিল। রাস্টলার ০২:০০ এ বাড়ি চলে যায় যেখানে রেঞ্জার ০১:০০ এ যায়। কে কম সময় ভ্রমণ করেছেন?,Option 1,রেঞ্জার,রাস্টলার,"যেহেতু রেঞ্জার এবং রাস্টলার উভয়েই একই সাথে বাড়ির দিকে ঘোড়ায় চলছিল এবং তারা একই গতিতে ছুটছিল, তাই তারা একই সময়ে শুরু করেছে। রাস্টলার ০২:০০ এ বাড়ি চলে যায় যেখানে রেঞ্জার ০১:০০ এ যায়।

রেঞ্জার ০১:০০ এ বাড়ি পৌঁছায়, অর্থাৎ সে তার ভ্রমণ ০১:০০ এ শেষ করেছে। অন্যদিকে, রাস্টলার ০২:০০ এ বাড়ি পৌঁছায়, অর্থাৎ সে তার ভ্রমণ ০২:০০ এ শেষ করেছে।

যেহেতু ০১:০০ ০২:০০ এর চেয়ে কম, তাই রেঞ্জার কম সময় নিয়েছে ব"
188,একটি ময়লা ক্ষেত্রে ঘূর্ণায়মান একটি অ্যাগেট ৩৮ সেমি/সেকেন্ড গতিতে চলে এবং একটি খালি গুহায় ঘূর্ণায়মান ১২৫ সেমি/সেকেন্ড গতিতে চলে। কোথায় এগেট আরও বেশি দূরত্বে গড়িয়ে যাবে?,Option 2,ময়লা ক্ষেত্র,খালি গুহা,"এই সমস্যা সমাধানের জন্য, আমাদের গতির ধারণা এবং কোনো বস্তু কতদূর যেতে পারে তা নির্ধারণ করতে গতির সাথে সময়ের সম্পর্ক বুঝতে হবে।

গতি (v) সূত্র দ্বারা দেওয়া হয়: v = d/t, যেখানে d হল দূরত্ব এবং t হল সময়। এই সূত্রটি পুনর্বিন্যাস করে, আমরা দেখতে পাই যে d = v*t।

এখন, সমস্যাটি বিবেচনা করা যাক:

1. ময়লা ক্ষেত্রে, অ্যাগেটটি 38 সেমি/সেকেন্ড গতিতে চলে।
2. খালি গুহায়, অ্যাগেটটি 125 সেমি/সেকেন্ড গতিতে চলে।

যেহেতু গতি এবং দূরত্বের মধ্যে সরাসরি স�"
321,মেরির স্কিফ খোলা সমুদ্রে ৪ মাইলের তুলনায় উপসাগরে জ্বালানি শেষ হওয়ার আগে ১০ মাইল দূরত্ব অতিক্রম করতে সক্ষম। এর মানে এই যে _____ বেশী রুক্ষ?,Option 2,উপসাগর,খোলা সমুদ্র,"যেহেতু মেরির স্কিফ উপসাগরে খোলা সমুদ্রের তুলনায় ১০ মাইল দূরত্ব অতিক্রম করতে সক্ষম যখন এটি খোলা সমুদ্রে ৪ মাইল দূরত্ব অতিক্রম করতে পারে, তাই এটি ইঙ্গিত করে যে খোলা সমুদ্র উপসাগরের চেয়ে বেশি রুক্ষ। কারণ একই পরিমাণ জ্বালানি দিয়ে, স্কিফটি উপসাগরে বেশি দূরত্ব অতিক্রম করতে পারে, তাই খোলা সমুদ্র আরও রুক্ষ।

উত্তর: উত্তর ২"
236,একজন সাঁতারু ১ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩ মিনিটে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ?,Option 1,হ্রদ,ভিজা কাদা,"এই সমস্যাটি বোঝার জন্য, আমরা সাঁতারুর গতি এবং পরিবেশের মধ্যে সম্পর্ক বিবেচনা করি। সাঁতারু একটি হ্রদ অতিক্রম করতে ১ মিনিট সময় নেয়, কিন্তু ভেজা কাদা অতিক্রম করতে ৩ মিনিট সময় লাগে। এটি নির্দেশ করে যে সাঁতারু হ্রদের তুলনায় ভেজা কাদায় কম দ্রুত গতিতে চলে।

যেহেতু হ্রদের পানি সাধারণত ভেজা কাদার তুলনায় বেশি মসৃণ এবং কম ঘন, তাই সাঁতারুর জন্য এটি সাঁতার কাটানো সহজ হয়। অন্যদিকে, ভেজা কাদা বেশি ঘন এবং আবদ্ধ, যা সাঁতার কাটাকে ব"
340,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তারপর তার ভাগ্নির পালা। তার ভাগ্নির বয়স পাঁচ বছরের বেশী এবং ওজন ৩২ কেজি যেখানে তার ভাগ্নের ওজন ৪০ পাউন্ড ১৩ আউন্স। কার মাধ্যাকর্ষণ টান বেশি?,Option 1,ভাগ্নির,ভাগ্নের,"এই সমস্যাটি সমাধান করার জন্য, আমাদের প্রথমে উভয়ের ওজন একই এককে রূপান্তর করতে হবে। আমরা জানি যে 1 পাউন্ড = 16 আউন্স। সুতরাং, ভাগ্নের ওজন 40 পাউন্ড 13 আউন্স = (40 * 16) + 13 = 643 আউন্স।

এখন, আমরা ভাগ্নির ওজন কেজি থেকে আউন্সে রূপান্তর করি। 1 কেজি = 1000 গ্রাম, এবং 1 আউন্স = 28.35 গ্রাম। সুতরাং, 1 কেজি = 1000 / 28.35 ≈ 35.27 আউন্স। তাই, ভাগ্নির ওজন 32 কেজি = 32 * 35.27 ≈ 1128.64 আউন্স।

এখন যেহেতু আমরা উভয়ের ওজন একই এককে জানি, আমরা তুলনা করতে পারি। ভাগ্নের ওজন 643 আউন্স এবং ভাগ্নির ও"
305,"ডগ তার বাইসাইকেলে তার বাড়ি থেকে বন্ধুর বাড়িতে ভ্রমণ করে এবং সে এক ঘন্টায় ৭ মাইল অতিক্রম করে এবং যখন সে একই দূরত্ব পায়ে হেঁটে যায়, তখন সে এক ঘন্টায় ২ মাইল অতিক্রম করে। কীভাবে ডগ তাড়াতাড়ি তার বন্ধুর বাড়িতে যাবে?",Option 2,হেঁটে,সাইকেলে,"ডগ যখন তার বাইসাইকেলে চড়ে তখন সে এক ঘন্টায় ৭ মাইল এবং পায়ে হেঁটে যায় তখন সে এক ঘন্টায় ২ মাইল অতিক্রম করে। এর অর্থ ডগ বাইসাইকেলে চড়ে যাওয়ার সময় পায়ে হেঁটে যাওয়ার চেয়ে ৭/২ = ৩.৫ গুণ বেশি দূরত্ব অতিক্রম করে।

যেহেতু ডগ সাইকেলে চড়ে যাওয়ার সময় পায়ে হেঁটে যাওয়ার চেয়ে বেশি দূরত্ব অতিক্রম করে, তাই বাইসাইকেলে চড়ে যাওয়া ডগ-এর জন্য দ্রুততম উপায়।

উত্তর: উত্তর ২"
397,"ম্যামথটি ওয়াটারিং হোল দিয়ে ঘন্টায় ৩ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ৯ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী,"যেহেতু ম্যামথটি জলাভূমিতে ৩ কিমি/ঘন্টা বেগে চলেছিল এবং শক্ত ময়লার উপর ৯ কিমি/ঘন্টা বেগে চলেছিল, তাই এর অর্থ হল শক্ত ময়লার উপর চলতে ম্যামথটির কম প্রতিরোধ ছিল।

উত্তর: উত্তর ১"
253,"কচ্ছপের ঝাঁক পুকুরে ১ সেকেন্ডে ২০ সেন্টিমিটার ভ্রমণ করে, যখন এটি সমুদ্রে ২ সেকেন্ডে ৮ মিটার ভ্রমণ করে কোনটি বেশী মসৃণ?",Option 2,পুকুর,সাগর,"প্রথমে, আসুন কচ্ছপের ঝাঁকের গতি বিশ্লেষণ করি পুকুর এবং সমুদ্রে।

পুকুরে, কচ্ছপের ঝাঁক ১ সেকেন্ডে ২০ সেন্টিমিটার ভ্রমণ করে। এর মানে হল এর গতি ২০ সেন্টিমিটার প্রতি সেকেন্ড (cm/s)।

সমুদ্রে, কচ্ছপের ঝাঁক ২ সেকেন্ডে ৮ মিটার ভ্রমণ করে। একটি মিটার ১০০ সেন্টিমিটারের সমান, তাই ৮ মিটার হল ৮০০ সেন্টিমিটার। সুতরাং, সমুদ্রে কচ্ছপের ঝাঁকের গতি ৮০০ সেন্টিমিটার / ২ সেকেন্ড = ৪০০ সেন্টিমিটার প্রতি সেকেন্ড (cm/s)।

এখন, আমাদের বিবেচনা করতে হবে যে কচ্ছ�"
335,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। যে ট্রেনের গতি বেশি?",Option 2,লাল,সবুজ,"ট্রেনের গতি তুলনা করার জন্য, আমাদের উভয় ট্রেনের গতি একই ইউনিটে রূপান্তর করতে হবে। এখানে, আমরা মাইল প্রতি ঘন্টা (mph) এবং কিলোমিটার প্রতি ঘন্টা (km/h) ইউনিট দেখতে পাচ্ছি। আমরা জানি যে 1 মাইল প্রায় 1.60934 কিলোমিটারের সমান।

ইয়ানের ট্রেনের গতি 9 km/h, এবং অ্যাভেরির ট্রেনের গতি 23 km/h।

সুতরাং, সবুজ ট্রেনের গতি বেশি কারণ 23 km/h > 9 km/h।

উত্তর: উত্তর ২"
325,"টেরি তার সাইকেল নিয়ে যাত্রার জন্য, প্রথমে ঘাসের মাঠের মধ্য দিয়ে ৫৬০ সেমি/সেকেন্ড বেগে, তারপর পাকা রাস্তায় ১২ মি/সেকেন্ড বেগে। পাকা রাস্তা ছিল?",Option 2,কম প্রতিরোধী,কম প্রতিরোধী,"প্রথমে ঘাসের মাঠের মধ্য দিয়ে ৫৬০ সেমি/সেকেন্ড বেগে যাত্রা করার পর, টেরি পাকা রাস্তায় ১২ মি/সেকেন্ড বেগে যাত্রা করে। 

আমরা জানি যে ১ মিটার = ১০০ সেন্টিমিটার। সুতরাং, পাকা রাস্তায় তার বেগ ১২ মি/সেকেন্ড * (১০০ সেমি/১ মি) = ১২০০ সেমি/সেকেন্ড।

এখন, আমরা লক্ষ্য করি যে পাকা রাস্তায় তার বেগ (১২০০ সেমি/সেকেন্ড) ঘাসের মাঠের বেগ (৫৬০ সেমি/সেকেন্ড) থেকে বেশি। 

এর মানে হল পাকা রাস্তায় টেরির সাইকেল চালাতে কম প্রতিরোধ বা বাধা ছিল, ফলে তার বেগ বেড়ে"
351,জরিনা তার পেন্সিলটি বিভিন্ন পৃষ্ঠে ঘষে দেখলেন যে কতটা তাপ তৈরি হয়েছে। তিনি লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘষার সময় ৮১ জুল তাপ এবং ১৩৭ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘষা হয়। পেন্সিলটি কোথায় ধীর গতিতে চলবে?,Option 1,কার্পেট,মটর নুড়ি,"জরিনা তার পেন্সিলটি বিভিন্ন পৃষ্ঠে ঘষে দেখলেন যে কতটা তাপ তৈরি হয়েছে। তিনি লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘষার সময় ৮১ জুল তাপ এবং ১৩৭ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘষা হয়।

যেহেতু কার্পেটের উপর পেন্সিলটি ঘষলে বেশি তাপ উৎপন্ন হয়, তাই এর মানে হল কার্পেটের উপর ঘর্পেন্সিল ঘষার সময় বেশি ঘর্ষণ তৈরি হয়। আর বেশি ঘর্ষণ হলে পেন্সিলের গতি ধীর হয়। অতএব, পেন্সিলটি ধীর গতিতে কার্পেটের উপর চলবে।

উত্তর: উ"
248,মহসিন একটি লণ্ঠন থেকে ৪০ সেমি এবং একটি রাস্তার আলো থেকে ৮৯ সেমি দূরত্বে দাঁড়িয়ে আছে। কোন আলোর উৎস তার কাছে উজ্জ্বল মনে হয়?,Option 1,লণ্ঠন,রাস্তার আলো,"একটি উৎস থেকে আলোর তীব্রতা তার দূরত্বের বর্গক্ষেত্রের বিপরীতভাবে সমানুপাতিক। এর মানে হলো যে উৎস থেকে আলোর দূরত্ব কম হলে, আলোর তীব Bengaliতা বেশি হবে।

এখানে, মহসিন লণ্ঠন থেকে ৪০ সেমি এবং রাস্তার আলো থেকে ৮৯ সেমি দূরে রয়েছে। যেহেতু ৪০ সেমি ৮৯ সেমি থেকে কম তাই লণ্ঠনের আলো মহসিনের কাছে উজ্জ্বল মনে হবে।

উত্তর: উত্তর ১"
178,টিমের রিংটি মাঠে ৮.১ সেমি এবং মেঝেতে ৩.২ সেন্টিমিটার ঘূর্ণায়মান। কোনটি বেশী মসৃণ?,Option 2,মেঝে,মাঠ,"টিমের রিংটি মাঠে ৮.১ সেমি এবং মেঝেতে ৩.২ সেন্টিমিটার ঘূর্ণায়মান। মসৃণতা বিচার করার জন্য, আমাদের রিংটির ঘূর্ণনের ব্যাসার্ধের তুলনা করতে হবে। 

যেহেতু রিংটির ঘূর্ণনের ব্যাসার্ধ মাঠে বেশি (৮.১ সেমি), তাই এটি কম মসৃণ। অন্যদিকে, মেঝেতে রিংটির ঘূর্ণনের ব্যাসার্ধ কম (৩.২ সেমি), তাই এটি বেশি মসৃণ।

উত্তর: উত্তর ১"
221,শেরি তার বলকে দুই লেনের নিচে নিয়ে যায়। বলটি লাল লেনে ৩২ মি/সে গতিতে এবং সবুজ লেনে ২৭ মি/সে গতিতে চলে। বলের গতি লাল লেনে কেনো বেশী?,Option 2,বেশী ঘর্ষণ,কম ঘর্ষণ।,"এই সমস্যাটি বোঝার জন্য, আমাদের ঘর্ষণ এবং এর প্রভাব বিবেচনা করতে হবে। ঘর্ষণ হল দুটি পৃষ্ঠের মধ্যে যে শক্তি কাজ করে যখন তারা একে অপরের সংস্পর্শে আসে এবং চলাচল করে। এই ক্ষেত্রে, শেরির বলটি লাল এবং সবুজ লেনের উপর দিয়ে যাচ্ছে।

যখন বলটি লাল লেনে থাকে, তখন এর গতি ৩২ মি/সে, এবং সবুজ লেনে থাকলে গতি ২৭ মি/সে। এটি বোঝায় যে লাল লেনে বলের গতি বেশি। ঘর্ষণ কমালে বস্তুর গতি বাড়ে, কারণ কম ঘর্ষণের কারণে বস্তুকে কম বাধা দেয়।

তাই, লাল লেনে �"
314,"যদি একটি নৌকার গতি ৭০০ সেমি/সেকেন্ড হয় এবং একটি সাবমেরিনের গতি ৪ সেমি/সেকেন্ড হয়, তাহলে কোন নৌযানটি একই যাত্রা করতে বেশি সময় নেবে?",Option 2,নৌকা,সাবমেরিন,"যেহেতু সাবমেরিনের গতি ৪ সেমি/সেকেন্ড, যা নৌকার ৭০০ সেমি/সেকেন্ড গতি থেকে অনেক কম, তাই সাবমেরিনটি একই দূরত্ব অতিক্রম করতে অনেক বেশি সময় নেবে।

**উত্তর: উত্তর ২**"
297,"জন এবং রিতা দৌড়ে যাচ্ছে। রিতা ক্লান্ত হয়ে পড়ে এবং ৫৫ মিনিট জগিং করার পরে পার্কের বেঞ্চে বিরতি নেয়। জন পার্কে ১ ঘন্টার জন্য দৌড়াচ্ছে, কে বেশি দৌড়েছে?",Option 1,জন,রিতা,"জন ১ ঘন্টা দৌড়েছে, যা ৬০ মিনিটের সমান। অন্যদিকে, রিতা ৫৫ মিনিট জগিং করেছে। যেহেতু ৬০ মিনিট ৫৫ মিনিটের চেয়ে বেশি, তাই জন রিতার চেয়ে বেশি সময় ধরে দৌড়েছে।

উত্তর: উত্তর ১"
186,"জেসন লক্ষ্য করেছেন যে তার এটিভি বরফের উপর ৫৮ কিমি প্রতি ঘন্টা এবং বালির উপর ৩৯ কিমি ঘন্টা গতিতে চলে। বালিতে ধীরে চলে কেননা, বালি _____?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী,"জেসন বালিতে ধীরে চলে কেননা, বালি বেশী প্রতিরোধী।

উত্তর: উত্তর ১"
115,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ৭০ সেকেন্ড পরে থামল। নীলটি ২ মিনিট ৩৪ সেকেন্ড পরে থামল। কোনটি বেশি দূরে গেলো?,Option 2,লাল বল,নীল বল।,"এই সমস্যাটি সমাধান করার জন্য, আমাদের প্রথমে বুঝতে হবে যে গতিশীলতা এবং দূরত্বের মধ্যে কোন সম্পর্ক রয়েছে। যদি দুটি বল একই সময়ে গড়ায় এবং একই প্রাথমিক গতিতে চলে, তাহলে দূরত্ব নির্ধারণ করা যাবে গতির সময় (সেকেন্ড) দ্বারা। যে বলটি বেশি সময় ধরে চলে সেটি বেশি দূরত্বে যাবে।

লাল বল 70 সেকেন্ড পরে থামল, যখন নীল বল 2 মিনিট 34 সেকেন্ড পরে থামল। আমাদের এই সময়গুলিকে একই এককে (সেকেন্ড) রূপান্তর করা উচিত:

- লাল বল: 70 সেকেন্ড
- ন�"
184,"একটি কাউবয় এবং একটি হিপ্পি উভয়ই সান ফ্রান্সিসকোতে হাঁটছিল, এবং তারা একই উচ্চতা হওয়ায় একই গতিতে হাঁটছিল। যাইহোক, কাউবয় ভোর ৪ টায় উঠে এবং ৬ টায় হাঁটা শুরু করেছিল যেখানে হিপ্পি সকাল ৮ টায় হাঁটতে শুরু করেছিল। এখন দুপুর, আর?",Option 2,কাউবয় কম দূরত্ব ভ্রমণ করেছে,হিপ্পি কম দূরত্ব ভ্রমণ করেছে,"কাউবয় ভোর ৪ টায় উঠে এবং ৬ টায় হাঁটা শুরু করেছিল, এবং হিপ্পি সকাল ৮ টায় হাঁটতে শুরু করেছিল। যেহেতু তারা উভয়ই একই গতিতে হাঁটছিল, তাই যে ব্যক্তি প্রথমে হাঁটা শুরু করেছিল সে বেশি দূরত্ব অতিক্রম করবে।

কাউবয় ৬ টায় হাঁটা শুরু করেছিল এবং বর্তমানে দুপুর (১২ টা), তাই সে ৬ ঘন্টা ধরে হাঁটছিল।

হিপ্পি ৮ টায় হাঁটতে শুরু করেছিল এবং বর্তমানে দুপুর (১২ টা), তাই সে ৪ ঘন্টা ধরে হাঁটছিল।

যেহেতু কাউবয় ৬ Hour ঘন্টা ধরে হাঁটছিল এবং"
128,মার্ক লক্ষ্য করেছেন যে তিনি তার লন ডার্টকে গড়ে প্রায় ৮ মিটার দূরে নরম ময়লায় এবং ৫ মিটার দূরে বালিতে ফেলতে পারেন। এর মানে হল যে _____ বেশী মসৃণ?,Option 1,নরম ময়লা,বস্তাবন্দী বালি,"আসুন ধাপে ধাপে সমস্যাটি বিশ্লেষণ করি:

1. মার্ক তার লন ডার্টকে গড়ে প্রায় ৮ মিটার দূরে নরম ময়লায় ফেলতে পারেন।
2. মার্ক তার লন ডার্টকে গড়ে প্রায় ৫ মিটার দূরে বালিতে ফেলতে পারেন।

এখন, আমাদের বুঝতে হবে যে ""মসৃণ"" বলতে কী বোঝানো হচ্ছে। এই ক্ষেত্রে, মসৃণ বলতে বোঝানো হচ্ছে যে মার্ক তার লন ডার্টকে কত দূরে ফেলতে পারেন।

যেহেতু মার্ক তার লন ডার্টকে ৮ মিটার দূরে নরম ময়লায় ফেলতে পারেন, যা বালির চেয়ে বেশি, তাই নরম ময়লা বালির চেয়ে মসৃ"
47,"একজন ট্রেন কন্ডাক্টর একটি ট্র্যাক থেকে মাটিতে চাকায় গতিপথ পরিবর্তন করে
 লক্ষ্য করেন যে তিনি ৫৮ কি.মি./ঘণ্টা গতিতে ভ্রমণ করছেন, যেখানে তিনি
 একই পরিমাণ শক্তি দিয়ে ৩৯ কি.মি./ঘণ্টা গতিতে ভ্রমণ করছেন। কোনটি বেশী মসৃণ ছিল।",Option 2,ট্র্যাক,চাকা,"যেহেতু কন্ডাক্টর ট্র্যাকে ৫৮ কি.মি./ঘণ্টা এবং চাকায় ৩৯ কি.মি./ঘণ্টা গতিতে ভ্রমণ করছেন, তাই এর মানে হল তিনি ট্র্যাকে চাকার তুলনায় বেশি গতিতে ভ্রমণ করছেন। 

একটি বস্তুর গতি এবং এর ঘর্ষণের মধ্যে একটি সম্পর্ক রয়েছে। যখন কোনো বস্তু ধীর গতিতে চলে, তখন ঘর্ষণের প্রভাব বেশি থাকে, যা বস্তুকে ধীর করে দেয়। অন্যদিকে, যখন কোনো বস্তু দ্রুত গতিতে চলে, তখন ঘর্ষণের প্রভাব কম থাকে।

এই ক্ষেত্রে, কন্ডাক্টর ট্র্যাকে ৫৮ কি.মি./ঘণ্টা গতিতে ভ্রমণ"
328,একটি শহরের ফায়ার চিফ লক্ষ্য করেছেন যে তার ফায়ার ইঞ্জিন জনাকীর্ণ রাস্তায় ১২ মাইল এবং খোলা রাস্তায় ৭ মাইল প্রতি ঘন্টা গতিতে যেতে পারে। কোন রাস্তাটি বেশী মসৃণ?,Option 1,জনাকীর্ণ রাস্তা,খোলা রাস্তা,"খোলা রাস্তায় ফায়ার ইঞ্জিনের গতি ৭ মাইল প্রতি ঘন্টা, যা জনাকীর্ণ রাস্তার চেয়ে বেশি। এটি নির্দেশ করে যে ফায়ার ইঞ্জিন খোলা রাস্তায় দ্রুত যেতে পারে, তাই এটি বেশি মসৃণ।

উত্তর: উত্তর ২"
153,"বব রাস্তার বাতি থেকে ২৯০ সেমি দূরে ছিল। তিনি একটু সরেছেন এবং এখন তিনি ১৫ মিটার দূরে, তিনি লক্ষ্য করেছেন যে বাতিটি _____ দেখাচ্ছে?",Option 2,উজ্জ্বল,অনুজ্জ্বল,"বব প্রাথমিকভাবে রাস্তার বাতি থেকে ২৯০ সেমি দূরে ছিল। তিনি একটু সরেছেন এবং এখন তিনি ১৫ মিটার দূরে। যেহেতু ১ মিটার = ১০০ সেমি, তাই ১৫ মিটার = ১৫ * ১০০ = ১৫০০ সেমি।

আসুন তার দূরত্বের পরিবর্তন বিশ্লেষণ করি:

প্রাথমিক দূরত্ব: ২৯০ সেমি
বর্তমান দূরত্ব: ১৫০০ সেমি

যেহেতু তিনি বাতি থেকে আরও দূরে সরে গেছেন (১৫০০ সেমি > ২৯০ সেমি), আলোটি তার কাছে কম উজ্জ্বল দেখাবে।

উত্তর: উত্তর ২"
375,কেভিন নিউইয়র্ক থেকে শিকাগোতে ০৮ঃ০০ ঘন্টায় একটি প্লেন নিয়েছিলেন এবং ইস্টার ০৭ঃ০০ এ নিউইয়র্ক থেকে লস এঞ্জেলস যাওয়ার একটি বিমান নিয়েছিলেন। তারা উভয়ই একই ধরণের বিমান থেকে ভ্রমণ করছে তাই তাদের ভ্রমণের গতি একই। দুজনেই একই সাথে তাদের গন্তব্যে পৌঁছে গেল। কে বেশী সময় ভ্রমণ করেছেন?,Option 2,কেভিন,ইস্টার,"কেভিন এবং ইস্টার একই সময়ে যাত্রা শেষ করলেও, তাদের যাত্রার সময়কাল বিভিন্ন হতে পারে যদি তাদের গন্তব্যের দূরত্ব এবং গতি বিবেচনা করা হয়। যেহেতু উভয়েই একই ধরনের বিমান থেকে ভ্রমণ করছে, তাই তাদের ভ্রমণের গতি একই।

যাইহোক, নিউইয়র্ক থেকে শিকাগোর দূরত্ব নিউইয়র্ক থেকে লস এঞ্জেলসের দূরত্বের চেয়ে কম। সুতরাং, কেভিনের ভ্রমণের সময় ইস্টারের ভ্রমণের সময়ের চেয়ে কম।

যেহেতু কেভিন ০৮ঃ০০ এবং ইস্টার ০৭ঃ০০ এ যাত্রা শুরু"
155,"ডিলান একটি নুড়ি (যার ভর ০.২ কেজি ) এবং বাস্কেটবল (যার ভর ১ কেজি), জানালার বাইরে নিক্ষেপ করেন। _____ এর একটি শক্তিশালী মাধ্যাকর্ষণ টান ছিল কারণ এর ভর বেশি?",Option 2,নুড়ি,বাস্কেটবল,"মাধ্যাকর্ষণ টান হল দুটি ভরের মধ্যে একটি আকর্ষণ বল। ভর বৃদ্ধির সাথে সাথে মাধ্যাকর্ষণ টানও বৃদ্ধি পায়। যেহেতু বাস্কেটবলের ভর নুড়ির চেয়ে বেশি, তাই বাস্কেটবলের উপর মাধ্যাকর্ষণ টান বেশি। 

উত্তর: উত্তর ২"
288,জেমস তার স্লেজ ৪.১ মিটার শুষ্ক তুষার উপর এবং ১.৪৯ মিটার ভেজা তুষার উপর রাইড করতে পারেন। এর মানে _____ বেশী রুক্ষ?,Option 1,ভেজা তুষার,শুকনো তুষার,"জেমস তার স্লেজ ৪.১ মিটার শুষ্ক তুষার উপর এবং ১.৪৯ মিটার ভেজা তুষার উপর রাইড করতে পারেন। শুষ্ক তুষারের উপর রাইডের দূরত্ব (৪.১ মিটার) ভেজা তুষারের উপর রাইডের দূরত্ব (১.৪৯ মিটার) থেকে বেশি। এটি ইঙ্গিত করে যে ভেজা তুষার শুষ্ক তুষারের তুলনায় বেশি রুক্ষ বা ঘর্ষণমূলক, কারণ জেমসের স্লেজ ভেজা তুষারের উপর কম দূরত্বে রাইড করতে পারে। তাই, ভেজা তুষার শুষ্ক তুষারের তুলনায় বেশি রুক্ষ।

উত্তর: উত্তর ১"
73,এলিয়ট লক্ষ্য করেন যে তিনি একটি হ্যান্ডকার্টকে সিমেন্টের উপর ১৯ মি/সেকেন্ড এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে ধাক্কা দিতে সক্ষম। হ্যান্ডকার্টটি কোথায় বেশী তাপ উৎপন্ন করবে?,Option 2,কার্পেটে,সিমেন্টে,"এই সমস্যা সমাধানের জন্য, আমাদের প্রথমে বুঝতে হবে যে তাপ উৎপন্ন হওয়ার সাথে ঘর্ষণ শক্তি জড়িত। ঘর্ষণ শক্তি বস্তুর গতি, বস্তুর ভর এবং পৃষ্ঠের ধরনের উপর নির্ভর করে।

সিমেন্টের তুলনায় কার্পেটের উপর ঘর্ষণ বেশি হয় কারণ কার্পেটের পৃষ্ঠ সিমেন্টের চেয়ে বেশি নরম এবং ঘন। তবে, এই সমস্যায় আমাদের দেওয়া হয়েছে যে হ্যান্ডকার্টটি সিমেন্টে ১৯ মি/সেকেন্ড এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে চলে।

এখানে মূল বিষয় হল তাপ উৎপন্ন হওয়ার হার,"
119,মহসিনের কয়েন তার সিরামিক প্লেটে ২ সেমি/মিনিট গতিতে এবং কাগজের প্লেটে ১ সেমি/মিনিট গতিতে ঘুরছে বলে মনে হচ্ছে। এর মানে তার কয়েন বেশী গরম হয়ে যায়?,Option 1,কাগজের প্লেট,সিরামিক প্লেট,"গরম এবং ঠান্ডা হওয়ার ক্ষেত্রে প্রধান বিষয় হল তাপ স্থানান্তর। কোনো পৃষ্ঠের উপর ঘুরলে তাপ স্থানান্তর ঘটে। সিরামিক প্লেটের তুলনায় কাগজের প্লেটে ঘর্ষণ বেশি হয়। কাগজের প্লেটের উপর ঘুরলে ঘর্ষণের কারণে তাপ স্থানান্তর বেশি হয়, তাই কাগজের প্লেটে কয়েন বেশি গরম হয়ে যায়।

উত্তর: উত্তর ১"
